'Wednesday','July','13','2016','01:15:00','222.39','14.30','NA','16.88','10.77','173.42','199.29','5.67','44.98','12.73','150.01'
'Wednesday','July','13','2016','01:15:00','222.39','14.30','NA','16.88','10.77','173.42','199.29','5.67','44.98','12.73','150.01'
'Wednesday','July','13','2016','01:45:00','228.53','15.16','NA','22.71','10.61','151.44','147.47','7.84','63.18','31.96','175.94'
'Wednesday','July','13','2016','01:45:00','228.53','15.16','NA','22.71','10.61','151.44','147.47','7.84','63.18','31.96','175.94'
'Wednesday','July','13','2016','02:15:00','196.04','8.26','NA','16.59','9.90','127.81','87.98','10.38','62.44','41.35','132.43'
'Wednesday','July','13','2016','02:15:00','196.04','8.26','NA','16.59','9.90','127.81','87.98','10.38','62.44','41.35','132.43'
'Wednesday','July','13','2016','02:30:00','178.30','8.72','NA','12.57','10.66','117.88','115.52','9.96','56.65','33.12','118.98'
'Wednesday','July','13','2016','02:30:00','178.30','8.72','NA','12.57','10.66','117.88','115.52','9.96','56.65','33.12','118.98'
'Wednesday','July','13','2016','03:15:00','270.86','12.16','NA','16.27','10.50','70.34','104.88','6.03','40.16','74.76','64.15'
'Wednesday','July','13','2016','03:15:00','270.86','12.16','NA','16.27','10.50','70.34','104.88','6.03','40.16','74.76','64.15'
'Wednesday','July','13','2016','03:45:00','246.85','8.15','NA','13.52','9.73','58.04','96.51','4.59','45.91','65.02','52.96'
'Wednesday','July','13','2016','03:45:00','246.85','8.15','NA','13.52','9.73','58.04','96.51','4.59','45.91','65.02','52.96'
'Wednesday','July','13','2016','04:15:00','260.23','8.92','NA','8.93','12.84','52.50','129.32','7.83','29.55','105.32','25.44'
'Wednesday','July','13','2016','04:15:00','260.23','8.92','NA','8.93','12.84','52.50','129.32','7.83','29.55','105.32','25.44'
'Wednesday','July','13','2016','04:15:00','260.23','8.92','NA','8.93','12.84','52.50','129.32','7.83','29.55','105.32','25.44'
'Wednesday','July','13','2016','04:15:00','260.23','8.92','NA','8.93','12.84','52.50','129.32','7.83','29.55','105.32','25.44'
'Wednesday','July','13','2016','05:15:00','266.71','9.31','NA','9.63','11.69','70.14','111.78','4.96','32.91','76.07','28.71'
'Wednesday','July','13','2016','05:15:00','266.71','9.31','NA','9.63','11.69','70.14','111.78','4.96','32.91','76.07','28.71'
'Wednesday','July','13','2016','05:45:00','223.83','9.24','NA','11.64','9.82','56.76','188.33','4.24','34.65','67.57','51.89'
'Wednesday','July','13','2016','05:45:00','223.83','9.24','NA','11.64','9.82','56.76','188.33','4.24','34.65','67.57','51.89'
